,Date,Adj Close
0,2004-01-30,12.721168518066406
1,2004-02-27,12.638489723205566
2,2004-03-31,12.136490821838379
3,2004-04-30,13.081294059753418
4,2004-05-28,13.089208602905273
5,2004-06-30,12.946274757385254
6,2004-07-30,12.579384803771973
7,2004-08-31,13.327435493469238
8,2004-09-30,13.54161262512207
9,2004-10-29,13.713827133178711
10,2004-11-30,13.498291015625
11,2004-12-31,15.007043838500977
12,2005-01-31,14.563102722167969
13,2005-02-28,14.876872062683105
14,2005-03-31,15.080662727355957
15,2005-04-29,15.994132041931152
16,2005-05-31,15.69481086730957
17,2005-06-30,15.945335388183594
18,2005-07-29,15.254921913146973
19,2005-08-31,14.764196395874023
20,2005-09-30,13.87108039855957
21,2005-10-31,14.17563533782959
22,2005-11-30,12.417261123657227
23,2005-12-30,12.983623504638672
24,2006-01-31,14.302203178405762
25,2006-02-28,14.643595695495605
26,2006-03-31,14.076814651489258
27,2006-04-28,14.266082763671875
28,2006-05-31,14.252732276916504
29,2006-06-30,14.556474685668945
30,2006-07-31,16.051294326782227
31,2006-08-31,16.363780975341797
32,2006-09-29,16.316753387451172
33,2006-10-31,16.06574249267578
34,2006-11-30,15.77831745147705
35,2006-12-29,16.47153663635254
36,2007-01-31,18.027490615844727
37,2007-02-28,18.57851791381836
38,2007-03-30,18.979883193969727
39,2007-04-30,19.369123458862305
40,2007-05-31,19.276758193969727
41,2007-06-29,18.318906784057617
42,2007-07-31,17.44767951965332
43,2007-08-31,17.867610931396484
44,2007-09-28,18.45619010925293
45,2007-10-31,18.913724899291992
46,2007-11-30,19.914470672607422
47,2007-12-31,19.443532943725586
48,2008-01-31,19.55967140197754
49,2008-02-29,18.644014358520508
50,2008-03-31,19.201072692871094
51,2008-04-30,18.48895263671875
52,2008-05-30,19.750755310058594
53,2008-06-30,18.566059112548828
54,2008-07-31,19.871990203857422
55,2008-08-29,20.256454467773438
56,2008-09-30,20.309358596801758
57,2008-10-31,19.592632293701172
58,2008-11-28,18.61210823059082
59,2008-12-31,18.96027183532715
60,2009-01-30,19.838319778442383
61,2009-02-27,16.939863204956055
62,2009-03-31,17.06868553161621
63,2009-04-30,15.11264419555664
64,2009-05-29,16.271821975708008
65,2009-06-30,16.986825942993164
66,2009-07-31,16.390926361083984
67,2009-08-31,16.478363037109375
68,2009-09-30,18.023096084594727
69,2009-10-30,18.572437286376953
70,2009-11-30,20.01210594177246
71,2009-12-31,19.828472137451172
72,2010-01-29,19.5848388671875
73,2010-02-26,20.080568313598633
74,2010-03-31,19.48865509033203
75,2010-04-30,19.085784912109375
76,2010-05-28,17.742769241333008
77,2010-06-30,17.451778411865234
78,2010-07-30,18.47985076904297
79,2010-08-31,18.57775115966797
80,2010-09-30,19.66967010498047
81,2010-10-29,19.483482360839844
82,2010-11-30,17.657367706298828
83,2010-12-31,18.188884735107422
84,2011-01-31,17.304006576538086
85,2011-02-28,18.43052101135254
86,2011-03-31,18.794540405273438
87,2011-04-29,20.12956428527832
88,2011-05-31,20.21078872680664
89,2011-06-30,20.353914260864258
90,2011-07-29,20.031492233276367
91,2011-08-31,20.49597930908203
92,2011-09-30,19.961231231689453
93,2011-10-31,21.220096588134766
94,2011-11-30,21.487953186035156
95,2011-12-30,22.149736404418945
96,2012-01-31,21.514440536499023
97,2012-02-29,22.4918212890625
98,2012-03-30,24.351247787475586
99,2012-04-30,24.868057250976562
100,2012-05-31,24.75987434387207
101,2012-06-29,25.833772659301758
102,2012-07-31,26.779048919677734
103,2012-08-31,26.468090057373047
104,2012-09-28,27.68770408630371
105,2012-10-31,26.645042419433594
106,2012-11-30,26.441648483276367
107,2012-12-31,26.645042419433594
108,2013-01-31,28.844175338745117
109,2013-02-28,28.767553329467773
110,2013-03-28,30.070144653320312
111,2013-04-30,31.551374435424805
112,2013-05-31,31.337730407714844
113,2013-06-28,29.808021545410156
114,2013-07-31,31.430221557617188
115,2013-08-30,28.59865951538086
116,2013-09-30,28.47853660583496
117,2013-10-31,31.49449348449707
118,2013-11-29,32.90765380859375
119,2013-12-31,33.02829360961914
120,2014-01-31,31.765880584716797
121,2014-02-28,34.46936798095703
122,2014-03-31,33.36891555786133
123,2014-04-30,33.76759719848633
124,2014-05-30,34.874576568603516
125,2014-06-30,35.65034866333008
126,2014-07-31,36.91066360473633
127,2014-08-29,37.01582336425781
128,2014-09-30,36.44621276855469
129,2014-10-31,38.401798248291016
130,2014-11-28,39.21229553222656
131,2014-12-31,39.66158676147461
132,2015-01-30,39.641265869140625
133,2015-02-27,41.952789306640625
134,2015-03-31,41.03173065185547
135,2015-04-30,41.32175827026367
136,2015-05-29,43.26233673095703
137,2015-06-30,43.689613342285156
138,2015-07-31,45.34074020385742
139,2015-08-31,40.5106086730957
140,2015-09-30,35.97562789916992
141,2015-10-30,40.30499267578125
142,2015-11-30,40.4129524230957
143,2015-12-31,40.403961181640625
144,2016-01-29,34.267215728759766
145,2016-02-29,35.07297134399414
146,2016-03-31,37.870487213134766
147,2016-04-29,35.43299102783203
148,2016-05-31,36.09791946411133
149,2016-06-30,35.80643844604492
150,2016-07-29,41.012664794921875
151,2016-08-31,38.51066589355469
152,2016-09-30,38.758113861083984
153,2016-10-31,36.19145584106445
154,2016-11-30,35.11235427856445
155,2016-12-30,35.42593002319336
156,2017-01-31,38.77374267578125
157,2017-02-28,41.8463249206543
158,2017-03-31,41.2243766784668
159,2017-04-28,40.75739288330078
160,2017-05-31,42.64396286010742
161,2017-06-30,45.39910125732422
162,2017-07-31,46.185638427734375
163,2017-08-31,47.838478088378906
164,2017-09-29,50.11113739013672
165,2017-10-31,51.177284240722656
166,2017-11-30,53.196807861328125
167,2017-12-29,53.8574104309082
168,2018-01-31,58.94141387939453
169,2018-02-28,57.206180572509766
170,2018-03-29,56.81739807128906
171,2018-04-30,55.38541030883789
172,2018-05-31,58.624874114990234
173,2018-06-29,58.11037063598633
174,2018-07-31,62.72624969482422
175,2018-08-31,63.970428466796875
176,2018-09-28,70.21051788330078
177,2018-10-31,66.2515640258789
178,2018-11-30,71.16227722167969
179,2018-12-31,69.50936126708984
180,2019-01-31,70.45922088623047
181,2019-02-28,74.93896484375
182,2019-03-29,77.1788330078125
183,2019-04-30,77.12630462646484
184,2019-05-31,73.80123138427734
185,2019-06-28,81.52742767333984
186,2019-07-31,84.75186920166016
187,2019-08-30,83.01985168457031
188,2019-09-30,81.4143295288086
189,2019-10-31,81.68211364746094
190,2019-11-29,83.47967529296875
191,2019-12-31,84.85717010498047
192,2020-01-31,85.4922866821289
193,2020-02-28,75.57345581054688
194,2020-03-31,77.41790771484375
195,2020-04-30,90.7291488647461
196,2020-05-29,93.51732635498047
197,2020-06-30,90.07890319824219
198,2020-07-31,99.53773498535156
199,2020-08-31,108.2710189819336
200,2020-09-30,107.6380386352539
201,2020-10-30,104.3052749633789
202,2020-11-30,107.39147186279297
203,2020-12-31,108.65174102783203
204,2021-01-29,123.13787841796875
205,2021-02-26,119.34181213378906
206,2021-03-31,119.40159606933594
207,2021-04-30,120.08000183105469
208,2021-05-21,117.12999725341797
